3997.70000	0.0025556441
3996.70010	0.0023099345
3995.70020	0.0019036166
3994.70030	0.0014271782
3993.70040	0.0009529307
3992.70050	0.0005166066
3991.70060	0.0000841224
3990.70070	-0.0003760401
3989.70080	-0.0008412790
3988.70090	-0.0012425319
3987.70100	-0.0014147890
3986.70110	-0.0012869502
3985.70120	-0.0010408548
3984.70130	-0.0007927896
3983.70140	-0.0005825923
3982.70150	-0.0003982316
3981.70160	-0.0001717687
3980.70170	0.0001261261
3979.70180	0.0004590259
3978.70190	0.0007533458
3977.70200	0.0009230312
3976.70210	0.0009754650
3975.70220	0.0010015463
3974.70230	0.0010642544
3973.70240	0.0011783139
3972.70250	0.0012901614
3971.70260	0.0013152896
3970.70270	0.0012106969
3969.70280	0.0009798334
3968.70290	0.0007014514
3967.70300	0.0004605475
3966.70310	0.0003011972
3965.70320	0.0002400896
3964.70330	0.0002401314
3963.70340	0.0002903804
3962.70350	0.0004027915
3961.70360	0.0005765760
3960.70370	0.0007364049
3959.70380	0.0008004957
3958.70390	0.0007325292
3957.70400	0.0005341425
3956.70410	0.0003214744
3955.70420	0.0001638809
3954.70430	0.0000588671
3953.70440	0.0000096874
3952.70450	0.0000121266
3951.70460	0.0000590445
3950.70470	0.0001197900
3949.70480	0.0001744000
3948.70490	0.0001839776
3947.70500	0.0001103049
3946.70510	-0.0000795542
3945.70520	-0.0003892141
3944.70530	-0.0007669321
3943.70540	-0.0011415391
3942.70550	-0.0014289551
3941.70560	-0.0015528564
3940.70570	-0.0015019516
3939.70580	-0.0013150712
3938.70590	-0.0010764768
3937.70600	-0.0009150028
3936.70610	-0.0008797199
3935.70620	-0.0009154828
3934.70630	-0.0009104041
3933.70640	-0.0008611395
3932.70650	-0.0007139893
3931.70660	-0.0004462681
3930.70670	-0.0000977092
3929.70680	0.0003007989
3928.70690	0.0006246147
3927.70700	0.0007827124
3926.70710	0.0006914658
3925.70720	0.0002978212
3924.70730	-0.0003250059
3923.70740	-0.0010195040
3922.70751	-0.0016354552
3921.70761	-0.0020410812
3920.70771	-0.0022277087
3919.70781	-0.0022398988
3918.70791	-0.0021220341
3917.70801	-0.0019293673
3916.70811	-0.0016587577
3915.70821	-0.0013806788
3914.70831	-0.0011841423
3913.70841	-0.0011898767
3912.70851	-0.0014507214
3911.70861	-0.0019166293
3910.70871	-0.0024291961
3909.70881	-0.0028009599
3908.70891	-0.0029581729
3907.70901	-0.0027777529
3906.70911	-0.0023960937
3905.70921	-0.0017901759
3904.70931	-0.0012843541
3903.70941	-0.0010208677
3902.70951	-0.0009825284
3901.70961	-0.0012168459
3900.70971	-0.0014858939
3899.70981	-0.0017630579
3898.70991	-0.0019468693
3897.71001	-0.0020756223
3896.71011	-0.0021479158
3895.71021	-0.0022049712
3894.71031	-0.0022029793
3893.71041	-0.0021106412
3892.71051	-0.0019368629
3891.71061	-0.0016856176
3890.71071	-0.0015207693
3889.71081	-0.0014448711
3888.71091	-0.0014424359
3887.71101	-0.0015020706
3886.71111	-0.0014780724
3885.71121	-0.0014112848
3884.71131	-0.0013975663
3883.71141	-0.0013437385
3882.71151	-0.0013332078
3881.71161	-0.0012917558
3880.71171	-0.0011578928
3879.71181	-0.0010707504
3878.71191	-0.0011039774
3877.71201	-0.0011812205
3876.71211	-0.0012897300
3875.71221	-0.0014045468
3874.71231	-0.0014450887
3873.71241	-0.0015233484
3872.71251	-0.0015970774
3871.71261	-0.0017081558
3870.71271	-0.0018243763
3869.71281	-0.0020052034
3868.71291	-0.0021680596
3867.71301	-0.0021050845
3866.71311	-0.0018046106
3865.71321	-0.0012278537
3864.71331	-0.0006217634
3863.71341	-0.0002961984
3862.71351	-0.0003563632
3861.71361	-0.0008722182
3860.71371	-0.0015719305
3859.71381	-0.0022078329
3858.71391	-0.0026916538
3857.71401	-0.0027534745
3856.71411	-0.0027352599
3855.71421	-0.0022486243
3854.71431	-0.0017849841
3853.71441	-0.0015045777
3852.71451	-0.0009812990
3851.71461	-0.0009923473
3850.71471	-0.0006455371
3849.71481	-0.0004527502
3848.71491	-0.0004581893
3847.71501	-0.0006248591
3846.71511	-0.0012149633
3845.71521	-0.0018494389
3844.71531	-0.0024230960
3843.71541	-0.0026618021
3842.71551	-0.0025535347
3841.71561	-0.0022001322
3840.71571	-0.0017834145
3839.71581	-0.0014474426
3838.71591	-0.0013015175
3837.71601	-0.0012080814
3836.71611	-0.0011842086
3835.71621	-0.0010160571
3834.71631	-0.0006802476
3833.71641	-0.0003198501
3832.71651	0.0000113083
3831.71661	0.0001653914
3830.71671	0.0001879216
3829.71681	0.0001938655
3828.71691	0.0003045938
3827.71701	0.0005192764
3826.71711	0.0008356698
3825.71721	0.0010232325
3824.71731	0.0010685641
3823.71741	0.0009365481
3822.71751	0.0008240081
3821.71761	0.0006577672
3820.71771	0.0004511254
3819.71781	0.0003454500
3818.71791	0.0002645226
3817.71801	0.0003202469
3816.71811	0.0005006885
3815.71821	0.0005954161
3814.71831	0.0006058770
3813.71841	0.0005543880
3812.71851	0.0003799497
3811.71861	0.0002596430
3810.71871	0.0001472426
3809.71881	0.0002332443
3808.71891	0.0004997542
3807.71901	0.0008718654
3806.71911	0.0012713756
3805.71921	0.0013954797
3804.71931	0.0013010548
3803.71941	0.0011172785
3802.71951	0.0008679587
3801.71961	0.0007553508
3800.71971	0.0007486693
3799.71981	0.0004726087
3798.71991	0.0002456201
3797.72001	-0.0001407436
3796.72011	-0.0005960775
3795.72021	-0.0009544305
3794.72031	-0.0012831393
3793.72041	-0.0014547902
3792.72051	-0.0014260398
3791.72061	-0.0011812439
3790.72071	-0.0008107204
3789.72081	-0.0004039246
3788.72091	-0.0001403030
3787.72101	-0.0000680640
3786.72111	-0.0001531189
3785.72121	-0.0002870983
3784.72131	-0.0003550577
3783.72141	-0.0003386071
3782.72151	-0.0002667459
3781.72161	-0.0001801534
3780.72171	-0.0000867079
3779.72181	-0.0000557966
3778.72191	-0.0002162017
3777.72201	-0.0005858115
3776.72211	-0.0012545019
3775.72221	-0.0019931991
3774.72231	-0.0025683821
3773.72241	-0.0027822084
3772.72252	-0.0023349936
3771.72262	-0.0015830647
3770.72272	-0.0006341568
3769.72282	0.0001999166
3768.72292	0.0006756508
3767.72302	0.0009200407
3766.72312	0.0008834774
3765.72322	0.0007299435
3764.72332	0.0005224548
3763.72342	0.0003475676
3762.72352	0.0002602561
3761.72362	0.0002740301
3760.72372	0.0003660572
3759.72382	0.0003921878
3758.72392	0.0003103007
3757.72402	0.0000356358
3756.72412	-0.0004107523
3755.72422	-0.0008657274
3754.72432	-0.0013361396
3753.72442	-0.0015537177
3752.72452	-0.0015263385
3751.72462	-0.0012464374
3750.72472	-0.0007239165
3749.72482	-0.0004853568
3748.72492	-0.0003110611
3747.72502	-0.0003542785
3746.72512	-0.0006092485
3745.72522	-0.0006219519
3744.72532	-0.0005899511
3743.72542	-0.0005796639
3742.72552	-0.0002768715
3741.72562	-0.0002282989
3740.72572	-0.0000527129
3739.72582	0.0002939712
3738.72592	0.0006710624
3737.72602	0.0014448342
3736.72612	0.0022365290
3735.72622	0.0030284494
3734.72632	0.0035974863
3733.72642	0.0038050790
3732.72652	0.0037374697
3731.72662	0.0034882240
3730.72672	0.0032689166
3729.72682	0.0031708828
3728.72692	0.0032989345
3727.72702	0.0034808915
3726.72712	0.0036287496
3725.72722	0.0036615974
3724.72732	0.0035444668
3723.72742	0.0033012768
3722.72752	0.0029126813
3721.72762	0.0025288276
3720.72772	0.0022432467
3719.72782	0.0021172087
3718.72792	0.0021433090
3717.72802	0.0022283995
3716.72812	0.0023236910
3715.72822	0.0022850349
3714.72832	0.0022291609
3713.72842	0.0020639400
3712.72852	0.0019779983
3711.72862	0.0019511142
3710.72872	0.0019376352
3709.72882	0.0020111816
3708.72892	0.0020060486
3707.72902	0.0020650649
3706.72912	0.0021480399
3705.72922	0.0023337216
3704.72932	0.0026094967
3703.72942	0.0029173456
3702.72952	0.0031845130
3701.72962	0.0032487328
3700.72972	0.0031028637
3699.72982	0.0026933786
3698.72992	0.0022122983
3697.73002	0.0018454586
3696.73012	0.0016432354
3695.73022	0.0016731162
3694.73032	0.0017306077
3693.73042	0.0017644393
3692.73052	0.0015904434
3691.73062	0.0013526480
3690.73072	0.0009471200
3689.73082	0.0005312881
3688.73092	0.0002148786
3687.73102	-0.0001847795
3686.73112	-0.0002706327
3685.73122	-0.0003344608
3684.73132	-0.0002044350
3683.73142	0.0000120495
3682.73152	0.0001175555
3681.73162	0.0001958068
3680.73172	0.0002086407
3679.73182	0.0002854814
3678.73192	0.0005121768
3677.73202	0.0008088603
3676.73212	0.0009146526
3675.73222	0.0008465743
3674.73232	0.0004409362
3673.73242	-0.0000391589
3672.73252	-0.0003750092
3671.73262	-0.0005627414
3670.73272	-0.0004993797
3669.73282	-0.0003671912
3668.73292	-0.0004938090
3667.73302	-0.0006703472
3666.73312	-0.0010113843
3665.73322	-0.0012853424
3664.73332	-0.0011889247
3663.73342	-0.0010097201
3662.73352	-0.0006093694
3661.73362	-0.0002144562
3660.73372	0.0001495685
3659.73382	0.0003883130
3658.73392	0.0005282380
3657.73402	0.0005068987
3656.73412	0.0004082974
3655.73422	0.0002840326
3654.73432	0.0001613315
3653.73442	0.0002306369
3652.73452	0.0004610854
3651.73462	0.0008735280
3650.73472	0.0013674382
3649.73482	0.0016193399
3648.73492	0.0016954138
3647.73502	0.0014491290
3646.73512	0.0011081897
3645.73522	0.0007913696
3644.73532	0.0005421398
3643.73542	0.0005090924
3642.73552	0.0004412155
3641.73562	0.0003556541
3640.73572	0.0001988016
3639.73582	0.0000656296
3638.73592	0.0000016001
3637.73602	0.0000554715
3636.73612	0.0001120882
3635.73622	0.0001429340
3634.73632	0.0001840367
3633.73642	0.0003234961
